Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Low Level Changes In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count
String;Integer;Integer;String;Integer;Integer;Decimal;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer
148;1455;6108;149;1463;6145;0;0,078;0,062;0;rr:createEAttributeInEClass;0,016;rr:setEOperation_eType_TO_EClassifier;0,009;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1194;rr:unsetEReferenceRefEOppositeToEReference;2506;rr:deleteEAnnotation_IN_EModelElement;1530,108;4017;rr:unsetEReferenceRefEOppositeToEReference;14826;rr:deleteEAnnotation_IN_EModelElement;8139,585;4007;16946;4;0;12;0;0;980;16;16;0;11;7;169;4;0;13;0;0;0
149;1463;6145;150;1479;6210;0;0,234;0,607;0;rr:setEAttributeName;0,046;rr:setEOperationName;0,02;0;0;rr:setEAttributeName;0;rr:setEAttributeName;0;1198;rr:unsetEReferenceRefEOppositeToEReference;2523;rr:deleteEAnnotation_IN_EModelElement;1541,023;4064;rr:unsetEReferenceRefEOppositeToEReference;14953;rr:deleteEAnnotation_IN_EModelElement;8228,034;4074;17197;9;0;25;0;2;984;36;36;0;26;31;145;8;0;21;0;20;20
150;1479;6210;151;1486;6238;0;0,156;0,25;0;rr:create_referenced_EClass;0,032;rr:createEClassAsInterfaceInEPackage;0,017;0;0;rr:createBidirectionalReference;0;rr:createBidirectionalReference;0;1209;rr:unsetEReferenceRefEOppositeToEReference;2550;rr:createEAnnotation_IN_EModelElement;1552,773;4071;rr:unsetEReferenceRefEOppositeToEReference;15041;rr:createEAnnotation_IN_EModelElement;8250,841;4075;17230;5;0;13;0;0;993;18;18;0;13;15;161;14;0;46;0;0;0
151;1486;6238;152;1500;6310;0;0,452;1,887;0;rr:rename_EENumLiteral;0,078;rr:rename_EPackage;0,037;0,032;0;rr:createEClassAsInterfaceInEPackage;0,016;rr:generalizeReferenceType;0,001;1218;rr:unsetEReferenceRefEOppositeToEReference;2561;rr:deleteEAnnotation_IN_EModelElement;1565,148;4143;rr:unsetEReferenceRefEOppositeToEReference;15157;rr:deleteEAnnotation_IN_EModelElement;8348,102;4137;17471;7;0;24;1;1;998;33;33;0;34;51;125;20;0;72;9;20;28
152;1500;6310;153;1522;6405;0;0,078;0,063;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:setEOperation_eType_TO_EClassifier;0,009;0,015;0;rr:setEOperation_eType_TO_EClassifier;0,015;rr:setEAttribute_eType_TO_EClassifier;0,002;1227;rr:unsetEReferenceRefEOppositeToEReference;2586;rr:deleteEAnnotation_IN_EModelElement;1581,136;4179;rr:unsetEReferenceRefEOppositeToEReference;15314;rr:deleteEAnnotation_IN_EModelElement;8437,125;4181;17638;11;0;33;0;0;1005;44;44;0;28;7;169;4;0;13;0;0;0
153;1522;6405;154;1524;6415;0;0,063;0,063;0;rr:createEAttributeInEClass;0,016;rr:setEOperation_eType_TO_EClassifier;0,011;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1238;rr:unsetEReferenceRefEOppositeToEReference;2609;rr:deleteEAnnotation_IN_EModelElement;1592,67;4147;rr:unsetEReferenceRefEOppositeToEReference;15363;rr:deleteEAnnotation_IN_EModelElement;8428,307;4149;17541;1;0;3;0;0;1016;4;4;0;3;6;170;3;0;11;0;0;0
154;1524;6415;155;1526;6425;0;0,062;0,062;0;rr:createEAttributeInEClass;0,016;rr:setEOperation_eType_TO_EClassifier;0,01;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1239;rr:unsetEReferenceRefEOppositeToEReference;2612;rr:deleteEAnnotation_IN_EModelElement;1594,784;4150;rr:unsetEReferenceRefEOppositeToEReference;15382;rr:deleteEAnnotation_IN_EModelElement;8439,489;4154;17564;1;0;3;0;0;1017;4;4;0;3;6;170;3;0;11;0;0;0
155;1526;6425;156;1530;6445;0;0,062;0,062;0;rr:setEParameter_eType_TO_EClassifier;0,016;rr:createEAttributeInEClass;0,01;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1240;rr:unsetEReferenceRefEOppositeToEReference;2616;rr:deleteEAnnotation_IN_EModelElement;1597,915;4160;rr:unsetEReferenceRefEOppositeToEReference;15416;rr:deleteEAnnotation_IN_EModelElement;8463,097;4168;17622;2;0;6;0;0;1018;8;8;0;6;6;170;3;0;11;0;0;0
156;1530;6445;157;1536;6472;0;0,078;0,063;0;rr:createEOperation_IN_EClass;0,016;rr:setEParameter_eType_TO_EClassifier;0,009;0;0;rr:setEOperation_eType_TO_EClassifier;0;rr:setEOperation_eType_TO_EClassifier;0;1242;rr:unsetEReferenceRefEOppositeToEReference;2623;rr:deleteEAnnotation_IN_EModelElement;1602,909;4172;rr:unsetEReferenceRefEOppositeToEReference;15465;rr:deleteEAnnotation_IN_EModelElement;8495,08;4188;17705;3;0;9;0;0;1020;12;12;0;8;7;169;4;0;13;0;0;0
157;1536;6472;158;1534;6473;0;0,313;0,673;0;rr:push_down_EOperation;0,047;rr:setEOperation_eType_TO_EClassifier;0,023;0;0;rr:changeBidirectionalReferenceType;0;rr:changeBidirectionalReferenceType;0;1243;rr:unsetEReferenceRefEOppositeToEReference;2626;rr:deleteEAnnotation_IN_EModelElement;1605,682;4185;rr:unsetEReferenceRefEOppositeToEReference;15502;rr:deleteEAnnotation_IN_EModelElement;8522,21;4203;17778;1;2;7;10;0;1021;20;20;0;10;29;147;1;5;37;48;0;30
