Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Low Level Changes In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count
String;Integer;Integer;String;Integer;Integer;Decimal;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Decimal;String;Decimal;String;Decimal;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer;Integer
149;1463;6145;150;1479;6210;N/A;0,202;0,018;0;rr:setEEnumLiteralName;0,018;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,140;0;rr:setEAttributeOrdered;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4076;17205;9;0;25;0;2;984;36;36;0;28;179;0;36;29;158;146;75;136;
150;1479;6210;151;1486;6238;N/A;0,206;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,142;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4075;17230;5;0;13;0;0;993;18;18;0;13;179;0;36;29;158;146;75;136;
151;1486;6238;152;1500;6310;N/A;0,217;0,016;0;rr:setEEnumLiteralName;0,016;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,154;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4137;17471;7;0;24;1;1;998;33;33;0;34;179;0;36;29;158;146;75;136;
152;1500;6310;153;1522;6405;N/A;0,175;0,016;0;rr:setEEnumLiteralName;0,016;rr:push_down_EOperation;0,000;0,120;0;rr:setEEnumLiteralName;0,100;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4181;17638;11;0;33;0;0;1005;44;44;0;28;179;0;36;29;158;146;75;136;
153;1522;6405;154;1524;6415;N/A;0,181;0,018;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,122;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4149;17541;1;0;3;0;0;1016;4;4;0;3;179;0;36;29;158;146;75;136;
154;1524;6415;155;1526;6425;N/A;0,180;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,122;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4154;17564;1;0;3;0;0;1017;4;4;0;3;179;0;36;29;158;146;75;136;
155;1526;6425;156;1530;6445;N/A;0,181;0,017;0;rr:setEEnumLiteralName;0,017;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,123;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4168;17622;2;0;6;0;0;1018;8;8;0;6;179;0;36;29;158;146;75;136;
156;1530;6445;157;1536;6472;N/A;0,182;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,125;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4188;17705;3;0;9;0;0;1020;12;12;0;8;179;0;36;29;158;146;75;136;
157;1536;6472;158;1534;6473;N/A;0,193;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,132;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4203;17778;1;2;7;10;0;1021;20;20;0;10;179;0;36;29;158;146;75;136;
158;1534;6473;159;1536;6483;N/A;0,178;0,016;0;rr:setEEnumLiteralName;0,016;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,120;0;rr:setEEnumLiteralName;0,102;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4179;17695;1;0;3;0;0;1022;4;4;0;3;179;0;36;29;158;146;75;136;
159;1536;6483;160;1542;6510;N/A;0,182;0,017;0;rr:setEEnumLiteralName;0,017;rr:push_down_EOperation;0,000;0,121;0;rr:setEEnumLiteralName;0,104;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4203;17790;3;0;9;0;0;1023;12;12;0;8;179;0;36;29;158;146;75;136;
160;1542;6510;161;1540;6500;N/A;0,192;0,019;0;rr:setEEnumLiteralName;0,018;rr:moveEStringToStringMapEntry_FROM_EAnnotation_details_TO_EAnnotation_EAnnotation;0,000;0,130;0;rr:setEEnumLiteralName;0,103;rr:move_EAttribute_to_neighbour;0,001;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4204;17801;0;1;2;5;1;1025;9;9;0;8;179;0;36;29;158;146;75;136;
