Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Semantic Change Sets In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count;
gmfgen_1.227.ecore;1859;7935;gmfgen_1.228.ecore;1864;7977;-1;1,280;20,727;0;rr:setEOperationLowerBound;0,328;rr:moveEClassRefEClassifiersToEPackage;0,133;0,016;0;rr:setEReferenceDefaultValueLiteral;0,016;rr:setEReferenceTransient;0,000;1507;rr:unsetEReferenceRefEOppositeToEReference;3233;rr:createEAnnotationInEModelElement;1962,904;5046;rr:unsetEReferenceRefEOppositeToEReference;18531;rr:createEAnnotationInEModelElement;10367,218;5424;22912;4;0;7;0;0;1237;11;7;4;2;156;0;27;25;137;136;73;137;
gmfgen_1.228.ecore;1864;7977;gmfgen_1.229.ecore;1864;7977;-1;1,276;18,355;0;rr:setEEnumLiteralLiteral;0,266;rr:setEEnumInstanceClassName;0,118;0;0;rr:setEReferenceDefaultValueLiteral;0;rr:setEReferenceDefaultValueLiteral;0;1512;rr:unsetEReferenceRefEOppositeToEReference;3234;rr:createEAnnotationInEModelElement;1966,577;5052;rr:unsetEReferenceRefEOppositeToEReference;18556;rr:createEAnnotationInEModelElement;10383,814;5423;22934;0;0;0;0;1;1241;1;1;0;1;156;0;27;25;137;136;73;137;
gmfgen_1.229.ecore;1864;7977;gmfgen_1.230.ecore;1862;7968;-1;1,266;18,695;0;rr:setEEnumLiteralName;0,266;rr:moveEEnumLiteralRefELiteralsToEEnum;0,120;0,016;0;rr:setEReferenceDefaultValueLiteral;0,016;rr:setEEnumName;0,000;1511;rr:unsetEReferenceRefEOppositeToEReference;3232;rr:createEAnnotationInEModelElement;1967,500;5059;rr:unsetEReferenceRefEOppositeToEReference;18556;rr:createEAnnotationInEModelElement;10396,115;5430;22960;0;1;2;5;3;1240;11;11;0;8;156;0;27;25;137;136;73;137;
gmfgen_1.230.ecore;1862;7968;gmfgen_1.231.ecore;1870;8005;-1;1,279;19,364;0;rr:setEParameterUpperBound;0,281;rr:removeFromEClassRefESuperTypesToEClass;0,124;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1511;rr:unsetEReferenceRefEOppositeToEReference;3235;rr:createEAnnotationInEModelElement;1969,718;5064;rr:unsetEReferenceRefEOppositeToEReference;18583;rr:createEAnnotationInEModelElement;10414,006;5441;23002;4;0;12;0;0;1240;16;16;0;5;156;0;27;25;137;136;73;137;
gmfgen_1.231.ecore;1870;8005;gmfgen_1.232.ecore;1870;8005;-1;0,997;16,956;0;rr:setEReferenceChangeable;0,250;rr:setEAttributeName;0,109;0;0;rr:setEReferenceDefaultValueLiteral;0;rr:setEReferenceDefaultValueLiteral;0;1515;rr:unsetEReferenceRefEOppositeToEReference;3243;rr:createEAnnotationInEModelElement;1973,385;5061;rr:unsetEReferenceRefEOppositeToEReference;18609;rr:createEAnnotationInEModelElement;10417,545;5438;22999;0;0;0;0;1;1244;1;1;0;2;156;0;27;25;137;136;73;137;
gmfgen_1.232.ecore;1870;8005;gmfgen_1.233.ecore;1864;7989;-1;1,076;18,079;0;rr:setEEnumSerializable;0,265;rr:deleteEEnumInEPackage;0,116;0;0;rr:setEReferenceDefaultValueLiteral;0;rr:setEReferenceDefaultValueLiteral;0;1511;rr:unsetEReferenceRefEOppositeToEReference;3241;rr:deleteEAnnotationInEModelElement;1969,769;5061;rr:unsetEReferenceRefEOppositeToEReference;18614;rr:deleteEAnnotationInEModelElement;10418,006;5440;23011;0;4;0;9;0;1240;13;13;0;5;156;0;27;25;137;136;73;137;
gmfgen_1.233.ecore;1864;7989;gmfgen_1.234.ecore;1868;8007;-1;1,169;17,015;0;rr:setETypeParameterName;0,249;rr:setEClassInterface;0,109;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1511;rr:unsetEReferenceRefEOppositeToEReference;3240;rr:createEAnnotationInEModelElement;1969,551;5057;rr:unsetEReferenceRefEOppositeToEReference;18614;rr:createEAnnotationInEModelElement;10417,006;5434;22999;3;0;6;0;0;1240;9;7;2;3;156;0;27;25;137;136;73;137;
gmfgen_1.234.ecore;1868;8007;gmfgen_1.235.ecore;1872;8020;-1;1,079;16,866;0;rr:setEEnumSerializable;0,234;rr:moveEStringToStringMapEntryRefDetailsToEAnnotation;0,108;0,015;0;rr:deleteEOperationInEClass;0,015;rr:setEStringToStringMapEntryValue;0,000;1514;rr:unsetEReferenceRefEOppositeToEReference;3242;rr:createEAnnotationInEModelElement;1973,231;5066;rr:unsetEReferenceRefEOppositeToEReference;18631;rr:createEAnnotationInEModelElement;10434,045;5445;23041;2;0;6;0;1;1243;9;9;0;4;156;0;27;25;137;136;73;137;
gmfgen_1.235.ecore;1872;8020;gmfgen_1.236.ecore;1882;8054;-1;1,156;17,317;0;rr:setEEnumLiteralLiteral;0,250;rr:setEReferenceDefaultValueLiteral;0,111;0,016;0;rr:setEReferenceDefaultValueLiteral;0,016;rr:moveEOperationRefEOperationsToEClass;0,000;1516;rr:unsetEReferenceRefEOppositeToEReference;3251;rr:createEAnnotationInEModelElement;1977,154;5083;rr:unsetEReferenceRefEOppositeToEReference;18681;rr:createEAnnotationInEModelElement;10461,596;5472;23132;5;0;15;0;0;1245;20;20;0;8;156;0;27;25;137;136;73;137;
gmfgen_1.236.ecore;1882;8054;gmfgen_1.237.ecore;1884;8061;-1;1,168;17,298;0;rr:setEOperationName;0,250;rr:addToEOperationRefEExceptionsToEClassifier;0,111;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1521;rr:unsetEReferenceRefEOppositeToEReference;3262;rr:createEAnnotationInEModelElement;1981,910;5082;rr:unsetEReferenceRefEOppositeToEReference;18709;rr:createEAnnotationInEModelElement;10464,615;5473;23132;1;0;3;0;0;1250;4;4;0;2;156;0;27;25;137;136;73;137;
gmfgen_1.237.ecore;1884;8061;gmfgen_1.238.ecore;1886;8071;-1;1,095;17,093;0;rr:setEEnumSerializable;0,249;rr:deleteBidirectionalReference;0,110;0;0;rr:setEReferenceDefaultValueLiteral;0;rr:setEReferenceDefaultValueLiteral;0;1522;rr:unsetEReferenceRefEOppositeToEReference;3265;rr:createEAnnotationInEModelElement;1983,885;5085;rr:unsetEReferenceRefEOppositeToEReference;18725;rr:createEAnnotationInEModelElement;10474,212;5478;23152;1;0;3;0;0;1251;4;4;0;1;156;0;27;25;137;136;73;137;
gmfgen_1.238.ecore;1886;8071;gmfgen_1.239.ecore;1901;8129;-1;1,234;17,557;0;rr:rename_EDataType;0,250;rr:setEAttributeID;0,113;0,063;0;rr:deleteEOperationInEClass;0,063;rr:extractEClass;0,000;1525;rr:unsetEReferenceRefEOppositeToEReference;3283;rr:createEAnnotationInEModelElement;1991,545;5131;rr:unsetEReferenceRefEOppositeToEReference;18839;rr:createEAnnotationInEModelElement;10544,231;5527;23329;10;0;25;0;0;1252;35;31;4;15;156;0;27;25;137;136;73;137;
gmfgen_1.239.ecore;1901;8129;gmfgen_1.240.ecore;1871;8034;-1;1,217;16,998;0,015;rr:setEReferenceLowerBound;0,249;rr:deleteBidirectionalReference;0,109;0,016;0;rr:deleteEOperationInEClass;0,016;rr:deleteEParameterInEOperation;0,000;1519;rr:unsetEReferenceRefEOppositeToEReference;3271;rr:deleteEAnnotationInEModelElement;1985,128;5147;rr:unsetEReferenceRefEOppositeToEReference;18827;rr:deleteEAnnotationInEModelElement;10553,679;5532;23364;0;18;0;45;0;1244;63;63;0;26;156;0;27;25;137;136;73;137;
gmfgen_1.240.ecore;1871;8034;gmfgen_1.241.ecore;1931;8124;-1;1,249;17,440;0;rr:createBidirectionalReference;0,312;rr:create_referenced_EClass;0,112;0,031;0;rr:deleteEOperationInEClass;0,016;rr:setEReferenceChangeable;0,000;1518;rr:unsetEReferenceRefEOppositeToEReference;3364;rr:createEAnnotationInEModelElement;1981,827;5320;rr:unsetEReferenceRefEOppositeToEReference;19160;rr:createEAnnotationInEModelElement;10685,795;5705;23838;60;0;90;0;59;1243;209;149;60;89;156;0;27;25;137;136;73;137;
gmfgen_1.241.ecore;1931;8124;gmfgen_1.242.ecore;1927;8110;-1;1,155;17,008;0;rr:setEAttributeDerived;0,296;rr:extractSuperEClass;0,109;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1576;rr:unsetEReferenceRefEOppositeToEReference;3358;rr:createEAnnotationInEModelElement;2040,987;5323;rr:unsetEReferenceRefEOppositeToEReference;18993;rr:createEAnnotationInEModelElement;10676,135;5618;23400;0;2;0;6;0;1301;8;8;0;3;156;0;27;25;137;136;73;137;
gmfgen_1.242.ecore;1927;8110;gmfgen_1.243.ecore;1940;8167;-1;1,202;18,053;0;rr:changeEClassToInterface;0,265;rr:changeEParameterType;0,116;0,094;0;rr:deleteEOperationInEClass;0,078;rr:extractEClass;0,001;1575;rr:unsetEReferenceRefEOppositeToEReference;3372;rr:createEAnnotationInEModelElement;2045,019;5395;rr:unsetEReferenceRefEOppositeToEReference;19125;rr:moveEAnnotationRefEAnnotationsToEModelElement;10770,571;5688;23656;15;5;38;14;2;1296;74;66;8;35;156;0;27;25;137;136;73;137;
gmfgen_1.243.ecore;1940;8167;gmfgen_1.244.ecore;1878;8074;-1;1,217;17,067;0;rr:createEPackageInEPackage;0,265;rr:setEAttributeChangeable;0,109;0,016;0;rr:deleteEOperationInEClass;0,016;rr:setEReferenceChangeable;0,000;1532;rr:unsetEReferenceRefEOppositeToEReference;3382;rr:deleteEAnnotationInEModelElement;1994,038;5355;rr:unsetEReferenceRefEOppositeToEReference;19240;rr:deleteEAnnotationInEModelElement;10728,846;5703;23839;0;62;0;93;30;1249;185;185;0;92;156;0;27;25;137;136;73;137;
gmfgen_1.244.ecore;1878;8074;gmfgen_1.245.ecore;1878;8074;-1;1,170;17,663;0;rr:setEReferenceTransient;0,297;rr:extractSuperEClass;0,113;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1528;rr:unsetEReferenceRefEOppositeToEReference;3260;rr:createEAnnotationInEModelElement;1989,006;5161;rr:unsetEReferenceRefEOppositeToEReference;18785;rr:createEAnnotationInEModelElement;10553,590;5486;23234;6;4;12;12;0;1245;34;30;4;10;156;0;27;25;137;136;73;137;
gmfgen_1.245.ecore;1878;8074;gmfgen_1.246.ecore;1871;8051;-1;1,201;17,501;0;rr:createOppositeReference;0,296;rr:create_super_EClass;0,112;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1529;rr:unsetEReferenceRefEOppositeToEReference;3258;rr:deleteEAnnotationInEModelElement;1989,526;5183;rr:unsetEReferenceRefEOppositeToEReference;18791;rr:moveEAnnotationRefEAnnotationsToEModelElement;10568,321;5492;23266;2;7;10;18;11;1244;48;48;0;26;156;0;27;25;137;136;73;137;
gmfgen_1.246.ecore;1871;8051;gmfgen_1.247.ecore;1886;8106;-1;1,183;17,278;0;rr:setEReferenceResolveProxies;0,281;rr:removeFromEClassRefESuperTypesToEClass;0,111;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1534;rr:unsetEReferenceRefEOppositeToEReference;3258;rr:createEAnnotationInEModelElement;1994,423;5193;rr:unsetEReferenceRefEOppositeToEReference;18780;rr:createEAnnotationInEModelElement;10577,981;5491;23256;11;0;26;0;0;1246;37;37;0;12;156;0;27;25;137;136;73;137;
gmfgen_1.247.ecore;1886;8106;gmfgen_1.248.ecore;1886;8106;-1;1,185;17,597;0;rr:setEOperationLowerBound;0,296;rr:change_eoperation_type;0,113;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1546;rr:unsetEReferenceRefEOppositeToEReference;3280;rr:createEAnnotationInEModelElement;2005,513;5194;rr:unsetEReferenceRefEOppositeToEReference;18824;rr:createEAnnotationInEModelElement;10585,526;5481;23222;0;0;0;0;1;1257;1;1;0;1;156;0;27;25;137;136;73;137;
Scope: RESOURCE
Matcher: UUID Matcher
Technical-Difference-Builder: Ecore Technical Difference Builder
Rulesbases: EcoreComplex, EcoreAtomicManual, EcoreAtomicGenerated 
Use thread pool: true
Number of threads in the pool: 32
Recognition-Rules per thread: 10
Sort of Recognition-Rule nodes: true
Rule set reduction: false
Build minimal working graph per rule: true
Validate: false
Recognition-Engine mode: LIFTING_AND_POST_PROCESSING
