Model A :: String;Model A: Object Count :: Size;Model A: Reference Count :: Size;Model B :: String;Model B: Object Count :: Size;Model B: Reference Count :: Size;Rule Set Reduction :: Time;Execution: Create Graphs + Execute Recognition Rules :: Time;Create Graph :: Split Time :: Time;Create Graph :: Split Time :: Minimum;Create Graph :: Split Time :: Minimum Info;Create Graph :: Split Time :: Maximum;Create Graph :: Split Time :: Maximum Info;Create Graph :: Split Time :: Average;Matching: Recognition Rule :: Split Time :: Time;Matching: Recognition Rule :: Split Time :: Minimum;Matching: Recognition Rule :: Split Time :: Minimum Info;Matching: Recognition Rule :: Split Time :: Maximum;Matching: Recognition Rule :: Split Time :: Maximum Info;Matching: Recognition Rule :: Split Time :: Average;Graph: Nodes :: Minimum;Graph: Nodes :: Minimum Info;Graph: Nodes :: Maximum;Graph: Nodes :: Maximum Info;Graph: Nodes :: Average;Graph: Edges :: Minimum;Graph: Edges :: Minimum Info;Graph: Edges :: Maximum;Graph: Edges :: Maximum Info;Graph: Edges :: Average;Full Graph: Nodes :: Size;Full Graph: Edges :: Size;Difference: Add Object :: Size;Difference: Remove Object :: Size;Difference: Add Reference :: Size;Difference: Remove Reference :: Size;Difference: Attribute Value Changes :: Size;Difference: Correspondences :: Size;Difference: Low Level Changes :: Size;Difference: Semantic Change Sets In SCS :: Size;Difference: Low Level Changes Not In SCS :: Size;Difference: Semantic Change Sets :: Size;RR: Applied :: Size;RR: Filtered :: Size;RR: Add Object :: Count;RR: Remove Object :: Count;RR: Add Reference :: Count;RR: Remove Reference :: Count;RR: Attribute Value Changes :: Count;RR: Correspondences :: Count;
gmfgen_1.238.ecore;1886;8071;gmfgen_1.239.ecore;1901;8129;0;0,187;0,124;0;rr:createEStringToStringMapEntryInEAnnotation;0,016;rr:create_referenced_EClass;0,009;0,047;0;rr:createEStringToStringMapEntryInEAnnotation;0,047;rr:extractEClass;0,003;1783;rr:setEReferenceRefEOppositeToEReference;3283;rr:createEAnnotationInEModelElement;2141,714;6037;rr:createEStringToStringMapEntryInEAnnotation;18839;rr:createEAnnotationInEModelElement;14520,500;5527;23329;10;0;25;0;0;1252;35;0;35;0;14;142;16;0;49;0;0;1;
gmfgen_1.239.ecore;1901;8129;gmfgen_1.240.ecore;1871;8034;0;0,046;0,046;0;rr:deleteEStringToStringMapEntryInEAnnotation;0,016;rr:deleteEParameterInEOperation;0,009;0;0;rr:deleteEStringToStringMapEntryInEAnnotation;0;rr:deleteEStringToStringMapEntryInEAnnotation;0;2085;rr:deleteEOperationInEClass;3271;rr:deleteEAnnotationInEModelElement;2407,200;6055;rr:deleteEStringToStringMapEntryInEAnnotation;18827;rr:deleteEAnnotationInEModelElement;13950,800;5532;23364;0;18;0;45;0;1244;63;0;63;0;5;151;0;4;0;9;0;0;
gmfgen_1.240.ecore;1871;8034;gmfgen_1.241.ecore;1931;8124;0;0,048;0,016;0;rr:createEAnnotationInEModelElement;0,016;rr:createEStringToStringMapEntryInEAnnotation;0,003;0,016;0;rr:createEAnnotationInEModelElement;0,016;rr:setEReferenceResolveProxies;0,003;1816;rr:setEAttributeChangeable;3364;rr:createEAnnotationInEModelElement;2377,200;6295;rr:setEAttributeChangeable;19160;rr:createEAnnotationInEModelElement;9440,400;5705;23838;60;0;90;0;59;1243;209;0;209;0;5;151;2;0;3;0;3;3;
gmfgen_1.241.ecore;1931;8124;gmfgen_1.242.ecore;1927;8110;0;0,031;0,016;0;rr:deleteEOperationInEClass;0,016;rr:deleteEParameterInEOperation;0,005;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;2110;rr:deleteEOperationInEClass;2170;rr:deleteEParameterInEOperation;2143,333;14827;rr:deleteEOperationInEClass;15128;rr:deleteEParameterInEOperation;15007;5618;23400;0;2;0;6;0;1301;8;0;8;0;3;153;0;2;0;6;0;0;
gmfgen_1.242.ecore;1927;8110;gmfgen_1.243.ecore;1940;8167;0;0,750;0,516;0;rr:deleteEStringToStringMapEntryInEAnnotation;0,031;rr:pull_up_EOperation;0,008;0,125;0;rr:deleteEStringToStringMapEntryInEAnnotation;0,062;rr:extractEClass;0,002;1835;rr:setEReferenceRefEOppositeToEReference;3372;rr:createEAnnotationInEModelElement;2133,062;6241;rr:setEAttributeName;19125;rr:moveEAnnotationRefEAnnotationsToEModelElement;11768,141;5688;23656;15;5;38;14;2;1296;74;0;74;0;64;92;16;5;82;45;25;56;
gmfgen_1.243.ecore;1940;8167;gmfgen_1.244.ecore;1878;8074;0;0,032;0,032;0;rr:deleteEStringToStringMapEntryInEAnnotation;0,016;rr:deleteEAnnotationInEModelElement;0,008;0;0;rr:deleteEStringToStringMapEntryInEAnnotation;0;rr:deleteEStringToStringMapEntryInEAnnotation;0;1825;rr:setEAttributeChangeable;3382;rr:deleteEAnnotationInEModelElement;2466,250;6304;rr:setEAttributeChangeable;19240;rr:deleteEAnnotationInEModelElement;9927,500;5703;23839;0;62;0;93;30;1249;185;0;185;0;4;152;0;2;0;3;2;2;
gmfgen_1.244.ecore;1878;8074;gmfgen_1.245.ecore;1878;8074;0;0,126;0,126;0;rr:createEAttributeAsiDInEClass;0,016;rr:deleteEOperationInEClass;0,009;0;0;rr:deleteEOperationInEClass;0;rr:deleteEOperationInEClass;0;1791;rr:generalizeReferenceType;3260;rr:createEAnnotationInEModelElement;2162,429;6071;rr:createEStringToStringMapEntryInEAnnotation;18785;rr:createEAnnotationInEModelElement;13955,143;5486;23234;6;4;12;12;0;1245;34;0;34;0;14;142;4;2;16;12;0;8;
gmfgen_1.245.ecore;1878;8074;gmfgen_1.246.ecore;1871;8051;0;0,453;0,312;0;rr:setEParameterLowerBound;0,016;rr:deleteEStringToStringMapEntryInEAnnotation;0,008;0,031;0;rr:deleteEStringToStringMapEntryInEAnnotation;0,016;rr:replaceInheritanceWithDelegation;0,001;1787;rr:removeFromEClassRefESuperTypesToEClass;3258;rr:moveEAnnotationRefEAnnotationsToEModelElement;2080,732;6080;rr:generalizeEAttributeLowerBound;18791;rr:moveEAnnotationRefEAnnotationsToEModelElement;12342,024;5492;23266;2;7;10;18;11;1244;48;0;48;0;41;115;5;6;50;45;11;38;
gmfgen_1.246.ecore;1871;8051;gmfgen_1.247.ecore;1886;8106;0;0,032;0,032;0;rr:createEAttributeAsiDInEClass;0,016;rr:createEEnumInEPackage;0,005;0;0;rr:createEAttributeAsiDInEClass;0;rr:createEAttributeAsiDInEClass;0;1781;rr:createEEnumLiteralInEEnum;2400;rr:createEAttributeAsiDInEClass;2055,500;5670;rr:createEEnumLiteralInEEnum;16432;rr:createEAttributeAsiDInEClass;13648,167;5491;23256;11;0;26;0;0;1246;37;0;37;0;6;150;5;0;14;0;0;0;
gmfgen_1.247.ecore;1886;8106;gmfgen_1.248.ecore;1886;8106;0;0,016;0,016;0;rr:setEAttributeDefaultValueLiteral;0,016;rr:setEReferenceDefaultValueLiteral;0,008;0;0;rr:setEReferenceDefaultValueLiteral;0;rr:setEReferenceDefaultValueLiteral;0;1812;rr:setEAttributeDefaultValueLiteral;2100;rr:setEReferenceDefaultValueLiteral;1956;6091;rr:setEAttributeDefaultValueLiteral;7513;rr:setEReferenceDefaultValueLiteral;6802;5481;23222;0;0;0;0;1;1257;1;0;1;0;2;154;0;0;0;0;2;2;
Scope: RESOURCE
Matcher: UUID Matcher
Technical-Difference-Builder: Ecore Technical Difference Builder
Rulesbases: EcoreAtomicManual, EcoreComplex, EcoreAtomicGenerated 
Use thread pool: false
Number of threads in the pool: 32
Recognition-Rules per thread: 10
Sort of Recognition-Rule nodes: true
Rule set reduction: true
Build minimal working graph per rule: true
Validate: false
Recognition-Engine mode: LIFTING_AND_POST_PROCESSING
